year,cites_per_year,author
1990,116,HORAUD Patrice
1991,113,HORAUD Patrice
1992,145,HORAUD Patrice
1993,130,HORAUD Patrice
1994,124,HORAUD Patrice
1995,203,HORAUD Patrice
1996,183,HORAUD Patrice
1997,200,HORAUD Patrice
1998,211,HORAUD Patrice
1999,251,HORAUD Patrice
2000,237,HORAUD Patrice
2001,264,HORAUD Patrice
2002,252,HORAUD Patrice
2003,263,HORAUD Patrice
2004,275,HORAUD Patrice
2005,331,HORAUD Patrice
2006,348,HORAUD Patrice
2007,406,HORAUD Patrice
2008,403,HORAUD Patrice
2009,428,HORAUD Patrice
2010,457,HORAUD Patrice
2011,505,HORAUD Patrice
2012,671,HORAUD Patrice
2013,659,HORAUD Patrice
2014,597,HORAUD Patrice
2015,649,HORAUD Patrice
2016,768,HORAUD Patrice
2017,957,HORAUD Patrice
2018,881,HORAUD Patrice
2019,1034,HORAUD Patrice
2020,905,HORAUD Patrice
2021,1122,HORAUD Patrice
2022,1109,HORAUD Patrice
2023,578,HORAUD Patrice
1994,140,Jegou Herve
1995,110,Jegou Herve
1996,160,Jegou Herve
1997,153,Jegou Herve
1998,194,Jegou Herve
1999,164,Jegou Herve
2000,212,Jegou Herve
2001,174,Jegou Herve
2002,96,Jegou Herve
2003,39,Jegou Herve
2004,33,Jegou Herve
2005,30,Jegou Herve
2006,37,Jegou Herve
2007,38,Jegou Herve
2008,84,Jegou Herve
2009,182,Jegou Herve
2010,392,Jegou Herve
2011,575,Jegou Herve
2012,770,Jegou Herve
2013,1168,Jegou Herve
2014,1556,Jegou Herve
2015,1979,Jegou Herve
2016,2201,Jegou Herve
2017,2215,Jegou Herve
2018,2366,Jegou Herve
2019,2661,Jegou Herve
2020,2894,Jegou Herve
2021,4204,Jegou Herve
2022,7219,Jegou Herve
2023,5067,Jegou Herve
1991,148,Ponce Jean
1992,195,Ponce Jean
1993,214,Ponce Jean
1994,195,Ponce Jean
1995,209,Ponce Jean
1996,227,Ponce Jean
1997,256,Ponce Jean
1998,214,Ponce Jean
1999,263,Ponce Jean
2000,232,Ponce Jean
2001,215,Ponce Jean
2002,204,Ponce Jean
2003,374,Ponce Jean
2004,556,Ponce Jean
2005,720,Ponce Jean
2006,929,Ponce Jean
2007,1088,Ponce Jean
2008,1213,Ponce Jean
2009,1574,Ponce Jean
2010,2033,Ponce Jean
2011,2495,Ponce Jean
2012,3147,Ponce Jean
2013,3827,Ponce Jean
2014,4411,Ponce Jean
2015,4555,Ponce Jean
2016,4642,Ponce Jean
2017,4365,Ponce Jean
2018,3904,Ponce Jean
2019,3645,Ponce Jean
2020,3270,Ponce Jean
2021,3137,Ponce Jean
2022,3121,Ponce Jean
2023,1727,Ponce Jean
1998,48,LEVY Bruno
1999,106,LEVY Bruno
2000,127,LEVY Bruno
2001,142,LEVY Bruno
2002,157,LEVY Bruno
2003,202,LEVY Bruno
2004,245,LEVY Bruno
2005,318,LEVY Bruno
2006,443,LEVY Bruno
2007,513,LEVY Bruno
2008,537,LEVY Bruno
2009,469,LEVY Bruno
2010,489,LEVY Bruno
2011,579,LEVY Bruno
2012,485,LEVY Bruno
2013,612,LEVY Bruno
2014,612,LEVY Bruno
2015,625,LEVY Bruno
2016,763,LEVY Bruno
2017,726,LEVY Bruno
2018,861,LEVY Bruno
2019,1250,LEVY Bruno
2020,1786,LEVY Bruno
2021,2266,LEVY Bruno
2022,2247,LEVY Bruno
2023,1275,LEVY Bruno
1988,109,Abiteboul Serge
1989,167,Abiteboul Serge
1990,343,Abiteboul Serge
1991,405,Abiteboul Serge
1992,482,Abiteboul Serge
1993,568,Abiteboul Serge
1994,557,Abiteboul Serge
1995,693,Abiteboul Serge
1996,555,Abiteboul Serge
1997,948,Abiteboul Serge
1998,1060,Abiteboul Serge
1999,1203,Abiteboul Serge
2000,1374,Abiteboul Serge
2001,1586,Abiteboul Serge
2002,1737,Abiteboul Serge
2003,1695,Abiteboul Serge
2004,1582,Abiteboul Serge
2005,1616,Abiteboul Serge
2006,1471,Abiteboul Serge
2007,1645,Abiteboul Serge
2008,1221,Abiteboul Serge
2009,1435,Abiteboul Serge
2010,1319,Abiteboul Serge
2011,1196,Abiteboul Serge
2012,1286,Abiteboul Serge
2013,1186,Abiteboul Serge
2014,1077,Abiteboul Serge
2015,919,Abiteboul Serge
2016,953,Abiteboul Serge
2017,807,Abiteboul Serge
2018,752,Abiteboul Serge
2019,782,Abiteboul Serge
2020,673,Abiteboul Serge
2021,628,Abiteboul Serge
2022,616,Abiteboul Serge
2023,337,Abiteboul Serge
2013,12,HODNIK Nejc
2014,42,HODNIK Nejc
2015,84,HODNIK Nejc
2016,174,HODNIK Nejc
2017,208,HODNIK Nejc
2018,293,HODNIK Nejc
2019,376,HODNIK Nejc
2020,428,HODNIK Nejc
2021,673,HODNIK Nejc
2022,819,HODNIK Nejc
2023,585,HODNIK Nejc
1992,39,Jerala Roman
1993,46,Jerala Roman
1994,47,Jerala Roman
1995,60,Jerala Roman
1996,41,Jerala Roman
1997,59,Jerala Roman
1998,69,Jerala Roman
1999,86,Jerala Roman
2000,60,Jerala Roman
2001,82,Jerala Roman
2002,116,Jerala Roman
2003,127,Jerala Roman
2004,144,Jerala Roman
2005,188,Jerala Roman
2006,213,Jerala Roman
2007,184,Jerala Roman
2008,267,Jerala Roman
2009,328,Jerala Roman
2010,392,Jerala Roman
2011,433,Jerala Roman
2012,525,Jerala Roman
2013,550,Jerala Roman
2014,605,Jerala Roman
2015,701,Jerala Roman
2016,782,Jerala Roman
2017,756,Jerala Roman
2018,776,Jerala Roman
2019,885,Jerala Roman
2020,1030,Jerala Roman
2021,1094,Jerala Roman
2022,1004,Jerala Roman
2023,604,Jerala Roman
1992,39,JERALA Roman
1993,46,JERALA Roman
1994,47,JERALA Roman
1995,60,JERALA Roman
1996,41,JERALA Roman
1997,59,JERALA Roman
1998,69,JERALA Roman
1999,86,JERALA Roman
2000,60,JERALA Roman
2001,82,JERALA Roman
2002,116,JERALA Roman
2003,127,JERALA Roman
2004,144,JERALA Roman
2005,188,JERALA Roman
2006,213,JERALA Roman
2007,184,JERALA Roman
2008,267,JERALA Roman
2009,328,JERALA Roman
2010,392,JERALA Roman
2011,433,JERALA Roman
2012,525,JERALA Roman
2013,550,JERALA Roman
2014,605,JERALA Roman
2015,701,JERALA Roman
2016,782,JERALA Roman
2017,756,JERALA Roman
2018,776,JERALA Roman
2019,885,JERALA Roman
2020,1030,JERALA Roman
2021,1094,JERALA Roman
2022,1004,JERALA Roman
2023,604,JERALA Roman
2004,11,Praprotnik Matej
2005,50,Praprotnik Matej
2006,29,Praprotnik Matej
2007,74,Praprotnik Matej
2008,137,Praprotnik Matej
2009,150,Praprotnik Matej
2010,179,Praprotnik Matej
2011,141,Praprotnik Matej
2012,185,Praprotnik Matej
2013,225,Praprotnik Matej
2014,180,Praprotnik Matej
2015,275,Praprotnik Matej
2016,307,Praprotnik Matej
2017,341,Praprotnik Matej
2018,327,Praprotnik Matej
2019,301,Praprotnik Matej
2020,277,Praprotnik Matej
2021,220,Praprotnik Matej
2022,249,Praprotnik Matej
2023,101,Praprotnik Matej
2005,73,ULE Jernej
2006,132,ULE Jernej
2007,181,ULE Jernej
2008,200,ULE Jernej
2009,263,ULE Jernej
2010,363,ULE Jernej
2011,472,ULE Jernej
2012,779,ULE Jernej
2013,923,ULE Jernej
2014,1244,ULE Jernej
2015,1350,ULE Jernej
2016,1521,ULE Jernej
2017,1692,ULE Jernej
2018,1894,ULE Jernej
2019,1889,ULE Jernej
2020,2070,ULE Jernej
2021,2675,ULE Jernej
2022,2455,ULE Jernej
2023,1479,ULE Jernej
2013,12,Hodnik Nejc
2014,42,Hodnik Nejc
2015,84,Hodnik Nejc
2016,174,Hodnik Nejc
2017,208,Hodnik Nejc
2018,293,Hodnik Nejc
2019,376,Hodnik Nejc
2020,428,Hodnik Nejc
2021,673,Hodnik Nejc
2022,819,Hodnik Nejc
2023,585,Hodnik Nejc
2008,10,TOUYA Guillaume
2009,13,TOUYA Guillaume
2010,19,TOUYA Guillaume
2011,59,TOUYA Guillaume
2012,88,TOUYA Guillaume
2013,121,TOUYA Guillaume
2014,157,TOUYA Guillaume
2015,150,TOUYA Guillaume
2016,156,TOUYA Guillaume
2017,252,TOUYA Guillaume
2018,189,TOUYA Guillaume
2019,226,TOUYA Guillaume
2020,228,TOUYA Guillaume
2021,219,TOUYA Guillaume
2022,314,TOUYA Guillaume
2023,151,TOUYA Guillaume
2004,39,Collettini Cristiano
2005,50,Collettini Cristiano
2006,94,Collettini Cristiano
2007,94,Collettini Cristiano
2008,125,Collettini Cristiano
2009,201,Collettini Cristiano
2010,166,Collettini Cristiano
2011,229,Collettini Cristiano
2012,264,Collettini Cristiano
2013,256,Collettini Cristiano
2014,404,Collettini Cristiano
2015,368,Collettini Cristiano
2016,368,Collettini Cristiano
2017,504,Collettini Cristiano
2018,509,Collettini Cristiano
2019,598,Collettini Cristiano
2020,750,Collettini Cristiano
2021,774,Collettini Cristiano
2022,719,Collettini Cristiano
2023,442,Collettini Cristiano
2005,45,Di Toro Giulio
2006,66,Di Toro Giulio
2007,74,Di Toro Giulio
2008,164,Di Toro Giulio
2009,229,Di Toro Giulio
2010,224,Di Toro Giulio
2011,233,Di Toro Giulio
2012,444,Di Toro Giulio
2013,365,Di Toro Giulio
2014,500,Di Toro Giulio
2015,596,Di Toro Giulio
2016,596,Di Toro Giulio
2017,772,Di Toro Giulio
2018,696,Di Toro Giulio
2019,686,Di Toro Giulio
2020,790,Di Toro Giulio
2021,868,Di Toro Giulio
2022,744,Di Toro Giulio
2023,510,Di Toro Giulio
2004,8,Schurger Aaron
2005,16,Schurger Aaron
2006,9,Schurger Aaron
2007,16,Schurger Aaron
2008,24,Schurger Aaron
2009,30,Schurger Aaron
2010,54,Schurger Aaron
2011,68,Schurger Aaron
2012,53,Schurger Aaron
2013,81,Schurger Aaron
2014,147,Schurger Aaron
2015,166,Schurger Aaron
2016,181,Schurger Aaron
2017,191,Schurger Aaron
2018,225,Schurger Aaron
2019,234,Schurger Aaron
2020,251,Schurger Aaron
2021,333,Schurger Aaron
2022,322,Schurger Aaron
2023,195,Schurger Aaron
2006,23,Kabashi Edor
2007,27,Kabashi Edor
2008,82,Kabashi Edor
2009,202,Kabashi Edor
2010,295,Kabashi Edor
2011,335,Kabashi Edor
2012,360,Kabashi Edor
2013,394,Kabashi Edor
2014,457,Kabashi Edor
2015,489,Kabashi Edor
2016,566,Kabashi Edor
2017,587,Kabashi Edor
2018,618,Kabashi Edor
2019,661,Kabashi Edor
2020,675,Kabashi Edor
2021,669,Kabashi Edor
2022,647,Kabashi Edor
2023,357,Kabashi Edor
2009,21,PUISSANT Alexandre
2010,72,PUISSANT Alexandre
2011,143,PUISSANT Alexandre
2012,221,PUISSANT Alexandre
2013,302,PUISSANT Alexandre
2014,379,PUISSANT Alexandre
2015,393,PUISSANT Alexandre
2016,429,PUISSANT Alexandre
2017,411,PUISSANT Alexandre
2018,409,PUISSANT Alexandre
2019,418,PUISSANT Alexandre
2020,464,PUISSANT Alexandre
2021,496,PUISSANT Alexandre
2022,475,PUISSANT Alexandre
2023,284,PUISSANT Alexandre
2004,35,GOUJON Caroline
2005,56,GOUJON Caroline
2006,74,GOUJON Caroline
2007,86,GOUJON Caroline
2008,78,GOUJON Caroline
2009,93,GOUJON Caroline
2010,115,GOUJON Caroline
2011,155,GOUJON Caroline
2012,224,GOUJON Caroline
2013,256,GOUJON Caroline
2014,247,GOUJON Caroline
2015,279,GOUJON Caroline
2016,261,GOUJON Caroline
2017,261,GOUJON Caroline
2018,274,GOUJON Caroline
2019,285,GOUJON Caroline
2020,275,GOUJON Caroline
2021,337,GOUJON Caroline
2022,343,GOUJON Caroline
2023,241,GOUJON Caroline
2000,20,Livet Jean
2001,37,Livet Jean
2002,36,Livet Jean
2003,54,Livet Jean
2004,67,Livet Jean
2005,83,Livet Jean
2006,86,Livet Jean
2007,125,Livet Jean
2008,183,Livet Jean
2009,207,Livet Jean
2010,236,Livet Jean
2011,296,Livet Jean
2012,303,Livet Jean
2013,384,Livet Jean
2014,358,Livet Jean
